course_id,course_code,course_title,course_credits,course_grade,course_gpa,course_points,CGPA,comments
21363,CMPS4251,COMPUTER AND NETWORK SECURITY,3,A-,3.75,11.25,3.14,
21385,NRMP1014,ENVIRONMENTAL CONSERVATION & DEVELOPMENT,3,B+,3.5,10.5,3.14,
21407,MATH2201,CALCULUS II,3,B+,3.5,10.5,3.14,
21429,CMPS4191,ADVANCED WEB TECHNOLOGIES,3,F,0,0,3.14,
21451,CMPS3012,MANAGEMENT INFORMATION SYSTEM,3,D+,1.5,4.5,3,REPEAT
21473,ENGL2105,COMMUNICATION SKILLS,3,C,2,6,3,
21495,CMPS3012,MANAGEMENT INFORMATION SYSTEM,3,F,0,0,3,REPEAT
21517,CMPS3272,SYSTEMS ENGINEERING,3,D+,1.5,4.5,3,REPEAT
21539,MATH2201,CALCULUS II,3,C+,2.5,7.5,3,
21561,CMPS3131,ADVANCED GUI PROGRAMMING,3,D+,1.5,4.5,3,REPEAT
21583,CMPS3232,SYSTEMS ADMINISTRATION,3,C+,2.5,7.5,3,
21605,MGMT466,PUBLIC ADMINISTRATION & POLICY,3,B+,3.5,10.5,3,
21627,MGMT475,PRODUCTION & OPERATIONS MANAGEMENT,3,A-,3.75,11.25,3,
21649,FNAN332,FINANCIAL MANAGEMENT,3,C+,2.5,7.5,3,
21671,MATH340,BUSINESS CALCULUS,3,C+,2.5,7.5,3,
21693,ECON433,MANAGERIAL ECONOMICS,3,C+,2.5,7.5,3,
21715,ACTG303,PRINCIPLES OF MANAGERIAL ACCOUNTING,3,B+,3.5,10.5,3,
21737,MGMT320,INTERNATIONAL BUSINESS,3,B,3,9,3,
21759,MGMT398,SOCIO-ECONOMIC DEVELOPMENT,3,C+,2.5,7.5,3,
21781,MATH339,FINITE MATH,3,C+,2.5,7.5,3,
21803,MGMT373,HUMAN RESOURCE MANAGEMENT,3,C+,2.5,7.5,3,
21825,FNAN221,PRINCIPLES OF FINANCE,3,C+,2.5,7.5,3,
21847,MGMT411,SMALL BUSINESS MANAGEMENT,3,B,3,9,3,
21869,CMPS3151,TELECOMMUNICATION,3,W,0,0,3,
21891,CMPS3111,PROGRAMMING LANGUAGES,3,D,1,3,3,
21913,MATH3151,LINEAR ALGEBRA,3,D,1,3,3,
21935,CMPS2232,OBJECT ORIENTED SYSTEM DEVELOPMENT,3,C+,2.5,7.5,3,
21957,CMPS3131,ADVANCED GUI PROGRAMMING,3,D+,1.5,4.5,3,
21979,MATH3251,CALCULUS III,3,D+,1.5,4.5,3,
22001,CMPS3141,HUMAN COMPUTER INTERFACE,3,D,1,3,3,
22023,CMPS3171,NETWORK DESIGN,3,F,0,0,3,
22045,MATH101,ALGEBRA 1,3,WF,0,0,3,
22067,PHYS241,GENERAL PHYSICS I,2,RE,0,0,3,
22089,MATH322,LINEAR ALGEBRA 1,3,RE,0,0,3,
22111,CMPS256,OPERATING SYSTEMS,3,D+,1.5,4.5,3,
22133,PHYS241L,GENERAL PHYSICS LAB,1,RE,0,0,1.7,
22155,CMPS321,TELECOMMUNICATIONS SYSTEMS,3,RE,0,0,1.7,
22177,PHYS241L,GENERAL PHYSICS LAB,1,WP,0,0,1.7,
22199,MATH333,CALCULUS III,3,RE,0,0,1.7,
22221,CMPS314,ALGORITHMS,3,WF,0,0,1.7,
22243,SPAN101,LEVEL 1 BEGINNING SPANISH,3,B+,3.5,10.5,1.7,
22265,PHYS241L,GENERAL PHYSICS LAB,1,F,0,0,1.7,
22287,CMPS413,ADVANCED WEB TECHNOLOGIES,3,WP,0,0,1.7,
22309,CMPS4131,SOFTWARE ENGINEERING,3,A-,3.75,11.25,1.7,
22331,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,3,C,2,6,1.7,
22353,EDUC3302,INSTRUCTIONAL TECHNIQUES,3,A-,3.75,11.25,2.65,
22375,CMPS4191,ADVANCED WEB TECHNOLOGIES,3,C,2,6,2.65,
22397,SPED3111,INTRODUCTION TO SPECIAL EDUCATION,3,B,3,9,2.65,
22419,CMPS2191,NETWORKING 1,3,B,3,9,2.65,
22441,MATH1201,TRIGONOMETRY,3,D,1,3,2.65,
22463,MATH1151,ALGEBRA,3,C+,2.5,7.5,2.65,
22485,PSYC221,INTRO TO PSYCHOLOGY,3,F,0,0,2.65,REPEAT
22507,CMPS140,INTRODUCTION TO COMPUTER STUDIES,3,C+,2.5,7.5,2.65,
22529,CMPS1212,BASIC PC REPAIR,3,C+,2.5,7.5,2.65,
22551,EDUC3552,ADOLESCENT PSYCHOLOGY,3,C+,2.5,7.5,2.65,
22573,CMPS2171,DATABASE MANAGEMENT SYSTEMS I,3,C,2,6,2.65,
22595,CMPS1131,PROGRAMMING I,3,D,1,3,2.65,
22617,SPAN1015,LEVEL 1 BEGINNERS SPANISH,3,A-,3.75,11.25,2.65,
22639,ENGL112,COLLEGE ENGLISH II,3,B,3,9,2.65,
22661,MATH121,INTERMEDIATE ALGEBRA,3,B,3,9,2.65,
22683,MGMT101,APPLIED MANAGEMENT I,3,B,3,9,2.65,
22705,EDUC222,TEACHING METHODS,3,A-,3.75,11.25,2.65,
22727,PHIL210,ETHICS,3,C,2,6,2.65,
22749,CMPS2111,SYSTEMS ANALYSIS,3,C,2,6,2.65,
22771,CMPS1232,PRINCIPLES OF PROGRAMMING II,3,F,0,0,2.65,
22793,RSCH2014,RESEARCH METHODS,3,A-,3.75,11.25,2.65,
22815,CMPS3162,ADVANCED DATABASES,3,A-,3.75,11.25,2.65,
22837,ENGL1035,THE COMPOSING PROCESS,3,,,,2.65,
22859,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,3,A,4,12,2.65,
22881,PHIL1014,ETHICS,3,B,3,9,2.65,
22903,MATH3251,CALCULUS III,3,B+,3.5,10.5,2.65,
22925,MATH3251,CALCULUS III,3,,,,2.65,
22947,CMPS3012,MANAGEMENT INFORMATION SYSTEM,3,C+,2.5,7.5,2.65,
22969,CMPS360,MANAGEMENT INFORMATION SYSTEM,3,W,0,0,2.65,REPEAT
22991,CMPS213,BASIC PC REPAIR,3,D+,1.5,4.5,2.65,
23013,MATH104,CALCULUS I,3,D,1,3,2.65,
23035,MGMT3015,ORGANIZATIONAL BEHAVIOR,3,A-,3.75,11.25,2.65,
23057,CMPS144,PRINCIPLES OF PROGRAMMING II,3,D,1,3,2.65,
23079,SPAN201,LEVEL 3 INTERMEDIATE SPANISH,3,B+,3.5,10.5,2.65,
23101,MATH203,CALCULUS II,3,RE,0,0,2.65,
23123,CMPS156,DATA STRUCTURES,3,RE,0,0,2.65,
23145,CMPS4191,ADVANCED WEB TECHNOLOGIES,3,B,3,9,2.65,
23167,CMPS4181,MOBILE APPLICATION DEVELOPMENT,3,B,3,9,2.65,
23189,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,3,A-,3.75,11.25,2.65,
23211,ENGL112,COLLEGE ENGLISH II,3,A-,3.75,11.25,2.65,
23233,CMPS140,INTRODUCTION TO COMPUTER STUDIES,3,B+,3.5,10.5,2.65,
23255,ENGL111,COLLEGE ENGLISH I,3,A,4,12,2.65,
23277,NRMP101,ENVIRON. CONSERV & DEVELOPMENT I,3,B+,3.5,10.5,2.65,
23299,ENGL1025,COLLEGE ENGLISH II,3,B,3,9,2.65,
23321,CMPS3272,SYSTEMS ENGINEERING,3,D,1,3,2.65,REPEAT
23343,CMPS4251,COMPUTER AND NETWORK SECURITY,3,D+,1.5,4.5,2.65,
23365,CMPS3232,SYSTEMS ADMINISTRATION,3,RE,0,0,2.65,
23387,CMPS4191,ADVANCED WEB TECHNOLOGIES,3,RE,0,0,2.65,
23409,PSYC342,ADOLESCENT PSYCHOLOGY,3,A-,3.75,11.25,2.65,
23431,PSYC221,INTRO TO PSYCHOLOGY,3,F,0,0,2.65,
23453,GSTU101,STUDY SKILLS,1,F,0,0,2.65,
23475,SPAN202,LEVEL 4 HIGH-INTERMEDIATE SPANISH,3,A,4,12,2.65,
23497,CMPS3272,SYSTEMS ENGINEERING,3,D+,1.5,4.5,2.65,
23519,MGMT3015,ORGANIZATIONAL BEHAVIOR,3,F,0,0,2.65,
23541,CMPS3252,ALGORITHMS,3,D,1,3,2.65,
23563,CMPS242,GUI PROGRAMMING,3,C+,2.5,7.5,2.65,
23585,CMCN209,COMMUNICATION SKILLS,3,C,2,6,2.65,
23607,CMPS144,PRINCIPLES OF PROGRAMMING II,3,D+,1.5,4.5,2.65,
23629,CMPS317,ADVANCED GUI DEVELOPMENT,3,D+,1.5,4.5,2.65,
23651,CMPS413,ADVANCED WEB TECHNOLOGIES,3,F,0,0,2.65,
23673,CMPS318,ADVANCED PC REPAIR,3,B,3,9,2.65,REPEAT
23695,CMPS321,TELECOMMUNICATIONS SYSTEMS,3,A,4,12,2.65,
23717,CMPS4151,NETWORK ENGINEERING,3,A,4,12,2.65,
23739,CMPS4191,ADVANCED WEB TECHNOLOGIES,3,RE,0,0,3.27,REPEAT
23761,CMPS3012,MANAGEMENT INFORMATION SYSTEM,3,C,2,6,3.27,
23783,CMPS3131,ADVANCED GUI PROGRAMMING,3,RE,0,0,3.27,
23805,CMPS3272,SYSTEMS ENGINEERING,3,RE,0,0,3.27,REPEAT
23827,CMPS3111,PROGRAMMING LANGUAGES,3,WF,0,0,3.27,
23849,CMPS3272,SYSTEMS ENGINEERING,3,F,0,0,3.27,REPEAT
23871,CMPS3272,SYSTEMS ENGINEERING,3,F,0,0,3.27,
23893,PHYS241L,GENERAL PHYSICS LAB,1,A-,3.75,3.75,3.27,
23915,CMPS4151,NETWORK ENGINEERING,3,F,0,0,3.27,
23937,CMPS4211,ADVANCED PC REPAIR,3,C,2,6,3.27,
23959,PHYS241L,GENERAL PHYSICS LAB,1,A,4,4,3.27,
23981,CMPS1131,PROGRAMMING I,3,C+,2.5,7.5,3.27,
24003,CMPS2171,DATABASE MANAGEMENT SYSTEMS I,3,D,1,3,3.27,
24025,MATH2201,CALCULUS II,3,D,1,3,3.27,
24047,CMPS3012,MANAGEMENT INFORMATION SYSTEM,3,D+,1.5,4.5,3.27,
24069,CMPS3151,TELECOMMUNICATION,3,D+,1.5,4.5,3.27,
24091,MATH322,LINEAR ALGEBRA 1,3,WP,0,0,3.27,
24113,PHYS241L,GENERAL PHYSICS LAB,1,B,3,3,3.27,
24135,PHYS241,GENERAL PHYSICS I,3,D+,1.5,4.5,3.27,REPEAT
24157,CMPS2252,OPERATING SYSTEMS,3,C+,2.5,7.5,3.27,
24179,CMPS3252,ALGORITHMS,3,A-,3.75,11.25,3.27,
24201,ACTG1054,PRINCIPLES OF ACCOUNTING II,3,A,4,12,3.27,
24223,CMPS3272,SYSTEMS ENGINEERING,3,WF,0,0,3.27,REPEAT
24245,MATH2201,CALCULUS II,3,RE,0,0,3.27,
24267,CMPS1131,PROGRAMMING I,3,W,0,0,3.27,
24289,MGMT1014,FUNDAMENTALS OF MANAGEMENT,3,F,0,0,3.27,
24311,CMPS1134,FUNDAMENTALS OF COMPUTING,3,C,2,6,3.27,
24333,SPAN1025,LEVEL 2 LOWER-INTERMEDIATE SPANISH,3,B+,3.5,10.5,3.27,
24355,ENGL2105,COMMUNICATION SKILLS,3,F,0,0,3.27,
24377,ENGL1035,THE COMPOSING PROCESS,3,D,1,3,3.27,
24399,PHYS241,GENERAL PHYSICS I,2,C+,2.5,5,3.27,
24421,CMPS4151,NETWORK ENGINEERING,3,A-,3.75,11.25,3.1,
24443,CMPS142,PRINCIPLES OF PROGRAMMING I,3,WF,0,0,3.1,
24465,CMPS213,BASIC PC REPAIR,3,WP,0,0,3.1,
24487,PSYC221,INTRO TO PSYCHOLOGY,3,WF,0,0,3.1,
24509,CMPS140,INTRODUCTION TO COMPUTER STUDIES,3,B,3,9,3.1,
24531,ENGL090,DEVELOPMENTAL ENGLISH,0,P,0,0,3.1,
24553,CMPS3012,MANAGEMENT INFORMATION SYSTEM,3,C+,2.5,7.5,3.1,REPEAT
24575,CMPS2171,DATABASE MANAGEMENT SYSTEMS I,3,B,3,9,3.1,
24597,CMPS4211,ADVANCED PC REPAIR,3,A-,3.75,11.25,3.1,
24619,ENGL1025,COLLEGE ENGLISH II,3,C,2,6,3.1,
24641,MATH1151,ALGEBRA,3,B,3,9,3.1,
24663,CMPS3012,MANAGEMENT INFORMATION SYSTEM,3,A,4,12,3.1,
24685,CMPS3131,ADVANCED GUI PROGRAMMING,3,A,4,12,3.1,
24707,CMPS4181,MOBILE APPLICATION DEVELOPMENT,3,A-,3.75,11.25,3.1,
24729,CMPS1131,PROGRAMMING I,3,B,3,9,3.1,
24751,PHYS1015,GENERAL PHYSICS I,3,C,2,6,3.1,
24773,CMPS1232,PRINCIPLES OF PROGRAMMING II,3,D,1,3,3.1,REPEAT
24795,CMPS2191,NETWORKING 1,3,B+,3.5,10.5,3.1,
24817,CMPS4191,ADVANCED WEB TECHNOLOGIES,3,W,0,0,3.1,
24839,CMPS1232,PRINCIPLES OF PROGRAMMING II,3,B+,3.5,10.5,3.1,
24861,CMPS2171,DATABASE MANAGEMENT SYSTEMS I,3,A-,3.75,11.25,3.1,
24883,CMPS2252,OPERATING SYSTEMS,3,D+,1.5,4.5,3.1,
24905,EDUC3552,ADOLESCENT PSYCHOLOGY,3,B+,3.5,10.5,3.1,
24927,EDUC3141,INTRODUCTION TO CURRICULUM DEVELOPMENT,3,A,4,12,3.1,
24949,EDUC4256,MEASUREMENT AND EVALUATION,3,A,4,12,3.1,
24971,EDUC4153,PROFESSIONALISM IN EDUCATION,3,B+,3.5,10.5,3.1,
24993,EDUC3403,PSYCHOLOGY OF LEARNING,3,A-,3.75,11.25,3.1,
25015,EDUC3454,INSTRUCTIONAL TECHNOLOGY,3,A,4,12,3.1,
25037,MATH1302,CALCULUS I,3,D+,1.5,4.5,3.1,
25059,MATH203,CALCULUS II,3,A,4,12,3.1,
25081,PHYS1015,GENERAL PHYSICS I,3,RE,0,0,3.1,
25103,MGMT3015,ORGANIZATIONAL BEHAVIOR,3,RE,0,0,3.1,
25125,FNAN2014,PRINCIPLES OF FINANCE,3,B+,3.5,10.5,3.1,
25147,MKTG2015,PRINCIPLES OF MARKETING,3,C+,2.5,7.5,1.69,
25169,ACTG1014,PRINCIPLES OF ACCOUNTING I,3,WF,0,0,1.69,
25191,PHYS1015L,GENERAL PHYSICS I LAB,1,RE,0,0,1.69,
25213,CMPS2992,PROJECT,3,A,4,12,1.69,
25235,MATH3151,LINEAR ALGEBRA,0,A-,0,0,1.69,
25257,MATH2151,STATISTICS I,3,B+,3.5,10.5,1.69,
25279,CMPS3111,PROGRAMMING LANGUAGES,3,A-,3.75,11.25,1.69,
25301,PHYS1015L,GENERAL PHYSICS I LAB,1,B,3,3,1.69,
25323,ENGL3155,TECHNICAL WRITING,3,C+,2.5,7.5,1.69,
25345,CMPS2191,NETWORKING 1,3,A-,3.75,11.25,1.69,
25367,CMPS3012,MANAGEMENT INFORMATION SYSTEM,3,D,1,3,1.69,REPEAT
25389,HIST201,BELIZEAN HISTORY,3,F,0,0,3.29,
25411,SPAN201,LEVEL 3 INTERMEDIATE SPANISH,3,B,3,9,3.29,
25433,MAT103,TRIGONOMETRY 1,3,RE,0,0,3.29,
25455,CMPS157,SYSTEM ANALYSIS,3,RE,0,0,3.29,
25477,PHYS241,GENERAL PHYSICS I,2,B+,3.5,7,3.29,
25499,SPAN1015,LEVEL 1 BEGINNERS SPANISH,3,A,4,12,3.29,
25521,MAT103,TRIGONOMETRY 1,3,A-,3.75,11.25,3.29,
25543,HIST1014,INTRODUCTION TO BELIZEAN HISTORY,3,B,3,9,3.29,
25565,CMPS2252,OPERATING SYSTEMS,3,B+,3.5,10.5,3.29,
25587,CMPS144,PRINCIPLES OF PROGRAMMING II,3,W,0,0,3.29,REPEAT
25609,CMPS2232,OBJECT ORIENTED SYSTEM DEVELOPMENT,3,D+,1.5,4.5,3.29,REPEAT
25631,CMPS2151,WEB DEVELOPMENT,3,A,4,12,3.29,
25653,CMPS2212,GUI PROGRAMMING,3,B+,3.5,10.5,3.29,
25675,MATH2201,CALCULUS II,3,A-,3.75,11.25,3.29,
25697,CMPS4181,MOBILE APPLICATION DEVELOPMENT,3,B+,3.5,10.5,3.29,
25719,CMPS1134,FUNDAMENTALS OF COMPUTING,3,A,4,12,3.29,
25741,MGMT3015,ORGANIZATIONAL BEHAVIOR,3,A,4,12,3.29,
25763,CMPS2232,OBJECT ORIENTED SYSTEM DEVELOPMENT,3,B,3,9,3.29,
25785,MGMT1014,FUNDAMENTALS OF MANAGEMENT,3,A,4,12,1.76,
25807,CMPS1134,FUNDAMENTALS OF COMPUTING,3,B+,3.5,10.5,1.76,
25829,MATH1302,CALCULUS I,3,RE,0,0,1.76,
25851,MATH1201,TRIGONOMETRY,3,C+,2.5,7.5,1.76,
25873,MGMT1014,FUNDAMENTALS OF MANAGEMENT,3,B,3,9,1.76,
25895,SPAN1025,LEVEL 2 LOWER-INTERMEDIATE SPANISH,3,B,3,9,1.76,
25917,CMPS1232,PRINCIPLES OF PROGRAMMING II,3,RE,0,0,1.76,
25939,CMPS1134,FUNDAMENTALS OF COMPUTING,3,B,3,9,1.76,
25961,CMPS3232,SYSTEMS ADMINISTRATION,3,D+,1.5,4.5,1.76,
25983,MATH1201,TRIGONOMETRY,3,B,3,9,1.76,
26005,CMPS4175,ROUTING AND SWITCHING,3,C,2,6,1.76,
26027,CMPS1211,HARDWARE FUNDAMENTALS,3,A,4,12,1.76,
26049,CMPS2242,SYSTEMS PROGRAMMING & COMPUTER ORGANIZATION,3,W,0,0,1.76,
26071,CMPS140,INTRODUCTION TO COMPUTER STUDIES,3,F,0,0,1.76,
26093,ENGL111,COLLEGE ENGLISH I,3,F,0,0,1.76,
26115,MATH101,ALGEBRA 1,3,,,,3.09,
26137,HIST1014,INTRODUCTION TO BELIZEAN HISTORY,3,B+,3.5,10.5,3.09,
26159,MATH3151,LINEAR ALGEBRA,3,A,4,12,3.09,
26181,SPAN201,LEVEL 3 INTERMEDIATE SPANISH,3,A-,3.75,11.25,3.09,
26203,CMPS3151,TELECOMMUNICATION,3,D,1,3,3.09,
26225,PHYS241L,GENERAL PHYSICS LAB,1,B+,3.5,3.5,3.09,
26247,SPAN201,LEVEL 3 INTERMEDIATE SPANISH,3,C+,2.5,7.5,3.09,
26269,CMPS1134,FUNDAMENTALS OF COMPUTING,3,C+,2.5,7.5,3.09,
26291,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,3,D+,1.5,4.5,3.09,
26313,MGMT304,DYNAMICS OF ORG. BEHAVIOUR,3,C+,2.5,7.5,3.09,
26335,CMPS2131,DATA STRUCTURES,3,D,1,3,3.09,REPEAT
26357,CMPS3272,SYSTEMS ENGINEERING,3,WP,0,0,3.09,
26379,SOCL221,INTRODUCTION TO SOCIOLOGY,3,C,2,6,3.09,
26401,MATH1151,ALGEBRA,3,B+,3.5,10.5,3.09,
26423,PHIL1014,ETHICS,3,B+,3.5,10.5,3.09,
26445,CMPS1014,INTRODUCTION TO COMPUTER STUDIES,3,C,2,6,3.09,
26467,ENGL1014,COLLEGE ENGLISH I,3,A-,3.75,11.25,3.09,
26489,CMPS3232,SYSTEMS ADMINISTRATION,3,A,4,12,3.09,
26511,CMPS2131,DATA STRUCTURES,3,A-,3.75,11.25,3.09,
26533,CMPS4191,ADVANCED WEB TECHNOLOGIES,3,F,0,0,3.09,REPEAT
26555,PHIL1014,ETHICS,3,A-,3.75,11.25,3.09,
26577,MATH3151,LINEAR ALGEBRA,3,RE,0,0,3.09,REPEAT
26599,MATH1302,CALCULUS I,3,A,4,12,3.09,
26621,MATH2201,CALCULUS II,3,W,0,0,3.09,
26643,EDUC3552,ADOLESCENT PSYCHOLOGY,3,A-,3.75,11.25,3.09,
26665,EDUC4256,MEASUREMENT AND EVALUATION,3,B+,3.5,10.5,3.09,
26687,MGMT101,APPLIED MANAGEMENT I,3,,,,3.09,
26709,MATH1151,ALGEBRA,3,A-,3.75,11.25,3.56,
26731,PHYS1015,GENERAL PHYSICS I,3,B,3,9,3.56,
26753,CMPS1014,INTRODUCTION TO COMPUTER STUDIES,3,A,4,12,3.56,
26775,CMPS1212,BASIC PC REPAIR,3,A,4,12,3.56,
26797,MATH1201,TRIGONOMETRY,3,A,4,12,3.56,
26819,CMPS3252,ALGORITHMS,3,RE,0,0,3.56,REPEAT
26841,PHYS1015L,GENERAL PHYSICS I LAB,1,A-,3.75,3.75,3.56,
26863,ENGL1014,COLLEGE ENGLISH I,3,B,3,9,3.56,
26885,HIST1014,INTRODUCTION TO BELIZEAN HISTORY,3,A-,3.75,11.25,3.56,
26907,SPAN1015,LEVEL 1 BEGINNERS SPANISH,3,C,2,6,3.56,
26929,MGMT1014,FUNDAMENTALS OF MANAGEMENT,3,F,0,0,3.56,REPEAT
26951,CMPS3232,SYSTEMS ADMINISTRATION,3,WF,0,0,3.56,REPEAT
26973,CMPS1232,PRINCIPLES OF PROGRAMMING II,3,WF,0,0,3.56,
26995,PSYC1014,INTRODUCTION TO PSYCHOLOGY,3,C+,2.5,7.5,3.56,
27017,MATH1151,ALGEBRA,3,F,0,0,3.56,
27039,HIST1014,INTRODUCTION TO BELIZEAN HISTORY,3,C+,2.5,7.5,3.56,
27061,CMPS1134,FUNDAMENTALS OF COMPUTING,3,WF,0,0,3.56,
27083,CMPS1014,INTRODUCTION TO COMPUTER STUDIES,3,C+,2.5,7.5,3.38,
27105,CMPS2131,DATA STRUCTURES,3,WP,0,0,3.38,
27127,EDUC3141,INTRODUCTION TO CURRICULUM DEVELOPMENT,3,A-,3.75,11.25,3.38,
27149,EDUC3451,PHILOSOPHY OF EDUCATION,3,A,4,12,3.38,
27171,CMPS2111,SYSTEMS ANALYSIS,3,B+,3.5,10.5,3.38,
27193,CMPS3232,SYSTEMS ADMINISTRATION,3,B,2,6,3.38,
27215,CMPS4175,ROUTING AND SWITCHING,3,B+,3,9,3.38,
27237,CMPS2131,DATA STRUCTURES,3,B+,3.5,10.5,3.38,
27259,CMPS2212,GUI PROGRAMMING,3,A,4,12,3.38,
27281,PHYS1015,GENERAL PHYSICS I,3,B+,3.5,10.5,3.38,
27303,CMPS2232,OBJECT ORIENTED SYSTEM DEVELOPMENT,3,A-,3.75,11.25,3.38,
27325,MATH3251,CALCULUS III,3,W,0,0,3.38,
27347,CMPS2992,PROJECT,3,B+,3.5,10.5,3.38,
27369,CMPS4181,MOBILE APPLICATION DEVELOPMENT,3,C+,2.5,7.5,3.38,
27391,CMPS4251,COMPUTER AND NETWORK SECURITY,3,D+,1.5,4.5,3.38,REPEAT
27413,CMPS2151,WEB DEVELOPMENT,3,D,1,3,3.38,REPEAT
27435,CMPS2151,WEB DEVELOPMENT,3,B+,3.5,10.5,3.38,
27457,SPAN1025,LEVEL 2 LOWER-INTERMEDIATE SPANISH,3,A,4,12,3.38,
27479,CMPS3272,SYSTEMS ENGINEERING,3,A-,3.75,11.25,3.55,
27501,MATH3251,CALCULUS III,3,WF,0,0,3.55,REPEAT
27523,CMPS3162,ADVANCED DATABASES,3,B,3,9,3.55,
27545,MATH3282,ALGORITHMS AND COMPUTATION,4,C,2,8,3.55,
27567,CMPS3252,ALGORITHMS,3,D+,1.5,4.5,3.55,
27589,ENGL2105,COMMUNICATION SKILLS,3,D+,1.5,4.5,3.55,
27611,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,3,D+,1.5,4.5,3.55,
27633,CMPS2111,SYSTEMS ANALYSIS,3,A-,3.75,11.25,3.55,
27655,MATH1201,TRIGONOMETRY,3,C,2,6,3.55,
27677,CMPS1232,PRINCIPLES OF PROGRAMMING II,3,A-,3.75,11.25,3.55,
27699,CMPS3012,MANAGEMENT INFORMATION SYSTEM,3,WP,0,0,3.55,REPEAT
27721,MATH1302,CALCULUS I,3,AU,0,0,3.55,
27743,CMPS1131,PROGRAMMING I,3,A,4,12,3.55,
27765,CMPS2131,DATA STRUCTURES,3,A,4,12,3.55,
27787,CMPS4151,NETWORK ENGINEERING,3,WF,0,0,3.55,REPEAT
27809,PHYS1015,GENERAL PHYSICS I,3,WF,0,0,3.55,REPEAT
27831,PHYS1015,GENERAL PHYSICS I,3,D+,1.5,4.5,3.55,REPEAT
27853,CMPS2171,DATABASE MANAGEMENT SYSTEMS I,3,C+,2.5,7.5,3.79,
27875,CMPS2171,DATABASE MANAGEMENT SYSTEMS I,3,D,1,3,3.79,REPEAT
27897,MATH2201,CALCULUS II,3,W,,,3.79,
27919,CMPS1232,PRINCIPLES OF PROGRAMMING II,3,D,1,3,3.79,
27941,CMPS3151,TELECOMMUNICATION,3,WF,0,0,3.79,REPEAT
27963,CMPS3252,ALGORITHMS,3,WF,0,0,3.79,REPEAT
27985,CMPS4181,MOBILE APPLICATION DEVELOPMENT,3,A-,0,0,3.79,
28007,CMPS4251,COMPUTER AND NETWORK SECURITY,3,A,4,12,3.79,
28029,EPHY2153,PHYSICAL EDUCATION FOR THE PRIMARY GRADES,3,A-,3.75,11.25,3.79,
28051,CMPS2992,PROJECT,3,C+,2.5,7.5,3.79,
28073,PHYS1015L,GENERAL PHYSICS I LAB,1,F,0,0,3.79,
28095,CMPS1014,INTRODUCTION TO COMPUTER STUDIES,3,A-,3.75,11.25,3.79,
28117,PHYS1015,GENERAL PHYSICS I,3,A,4,12,3.79,
28139,CMPS1192,NETWORKING FUNDAMENTALS,3,B+,3.5,10.5,3.79,
28161,CMPS1171,INTRODUCTION TO DATABASES,3,B+,3.5,10.5,3.79,
28183,CMPS3141,HUMAN COMPUTER INTERFACE,3,B+,3.5,10.5,3.79,
28205,MGMT1014,FUNDAMENTALS OF MANAGEMENT,3,A-,3.75,11.25,3.79,
28227,CMPS4131,SOFTWARE ENGINEERING,3,D,1,3,3.74,REPEAT
28249,CMPS3171,NETWORK DESIGN,3,A-,3.75,11.25,3.74,
28271,MATH1201,TRIGONOMETRY,3,WP,0,0,3.74,
28293,ENGL3155,TECHNICAL WRITING,3,D+,1.5,4.5,3.74,
