course_id,course_code,course_title,course_credits,course_grade,course_gpa,course_points,CGPA,comments
28315,CMPS1134,FUNDAMENTALS OF COMPUTING,3,F,0,0,3.74,
28337,SOCL1014,INTRODUCTION TO SOCIOLOGY,3,C,2,6,3.74,
28359,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,3,B,3,9,3.74,
28381,CMPS3162,ADVANCED DATABASES,3,C,2,6,3.74,
28403,CMPS4252,DIGITAL LOGIC AND DESIGN,3,C,2,6,3.74,
28425,PHYS1015L,GENERAL PHYSICS I LAB,1,B+,3.5,3.5,3.74,
28447,CMPS3141,HUMAN COMPUTER INTERFACE,3,D+,1.5,4.5,3.74,REPEAT
28469,CMPS3171,NETWORK DESIGN,3,B+,3.5,10.5,3.74,
28491,CMPS4175,ROUTING AND SWITCHING,3,A-,3.75,11.25,3.74,
28513,CMPS3111,PROGRAMMING LANGUAGES,3,WP,0,0,3.74,REPEAT
28535,CMPS3272,SYSTEMS ENGINEERING,3,D,1,3,3.74,
28557,CMPS4131,SOFTWARE ENGINEERING,3,AU,0,0,3.74,
28579,MATH3251,CALCULUS III,3,AU,0,0,3.74,
28601,SPAN1015,LEVEL 1 BEGINNERS SPANISH,3,C+,2.5,7.5,3.02,
28623,CMPS4175,ROUTING AND SWITCHING,3,A-,3.5,10.5,3.02,
28645,SOCL1014,INTRODUCTION TO SOCIOLOGY,3,D+,1.5,4.5,3.02,
28667,HIST1014,INTRODUCTION TO BELIZEAN HISTORY,3,A,4,12,3.02,
28689,SOCL1014,INTRODUCTION TO SOCIOLOGY,3,A-,3.75,11.25,3.02,
28711,PHYS1015,GENERAL PHYSICS I,3,WP,0,0,3.02,REPEAT
28733,CMPS1014,INTRODUCTION TO COMPUTER STUDIES,3,B+,3.5,10.5,3.02,
28755,SPAN1015,LEVEL 1 BEGINNERS SPANISH,3,B,3,9,3.02,
28777,CMPS2131,DATA STRUCTURES,3,WF,0,0,3.02,
28799,SOCL1014,INTRODUCTION TO SOCIOLOGY,3,B+,3.5,10.5,3.02,
28821,CMPS4151,NETWORK ENGINEERING,3,D,1,3,3.02,REPEAT
28843,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,3,D+,0,0,3.02,
28865,CMPS1212,BASIC PC REPAIR,3,W,0,0,3.02,REPEAT
28887,CMPS2151,WEB DEVELOPMENT,3,,,,3.02,
28909,CMPS1211,HARDWARE FUNDAMENTALS,3,A-,3.75,11.25,3.02,
28931,CMPS1212,BASIC PC REPAIR,3,RE,0,0,3.02,REPEAT
28953,CMPS2212,GUI PROGRAMMING,3,RE,0,0,3.02,REPEAT
28975,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,3,B+,3.5,10.5,3.02,
28997,ENGL3155,TECHNICAL WRITING,3,RE,0,0,3.02,REPEAT
29019,CMPS2212,GUI PROGRAMMING,3,F,0,0,3.02,REPEAT
29041,MGMT1014,FUNDAMENTALS OF MANAGEMENT,3,C,2,6,2.8,
29063,SPAN1025,LEVEL 2 LOWER-INTERMEDIATE SPANISH,3,C+,2.5,7.5,2.8,
29085,CMPS4992,PROFESSIONAL PRACTICE,12,D,1,12,2.8,
29107,PHYS1015,GENERAL PHYSICS I,3,F,0,0,2.8,REPEAT
29129,PHYS1015,GENERAL PHYSICS I,3,D,1,3,2.8,
29151,RSCH2014,RESEARCH METHODS,3,C,2,6,2.8,
29173,PHIL1014,ETHICS,3,,,,2.8,
29195,CMPS4252,DIGITAL LOGIC AND DESIGN,3,B+,3.5,10.5,2.8,
29217,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,3,,,,2.8,
29239,ENGL1025,COLLEGE ENGLISH II,3,B+,3.5,10.5,2.8,
29261,CMPS1232,PRINCIPLES OF PROGRAMMING II,3,A,4,12,2.8,
29283,CMPS2171,DATABASE MANAGEMENT SYSTEMS I,3,A,4,12,2.8,
29305,CMPS2191,NETWORKING 1,3,A,4,12,2.8,
29327,BCOM2014,BUSINESS COMMUNICATION,3,B+,3.5,10.5,2.8,
29349,ECON2014,PRINCIPLES OF ECONOMICS (MACRO),3,B+,3.5,10.5,2.8,
29371,MATH2201,CALCULUS II,3,WF,0,0,2.8,REPEAT
29393,ECON2054,PRINCIPLES OF ECONOMICS (MICRO),3,B+,3.5,10.5,2.8,
29415,MATH1151,ALGEBRA,3,D,1,3,2,REPEAT
29437,CMPS4251,COMPUTER AND NETWORK SECURITY,3,D,1,3,2,
29459,CMPS3232,SYSTEMS ADMINISTRATION,3,WP,0,0,2.67,
29481,CMPS4181,MOBILE APPLICATION DEVELOPMENT,3,C,2,6,2.67,
29503,CMPS3232,SYSTEMS ADMINISTRATION,3,W,0,0,2.67,REPEAT
29525,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,3,WP,0,0,2.67,
29547,ECON2014,PRINCIPLES OF ECONOMICS (MACRO),3,B,3,9,2.67,
29569,CMPS2252,OPERATING SYSTEMS,3,W,0,0,2.67,REPEAT
29591,CMPS3272,SYSTEMS ENGINEERING,3,WF,0,0,2.67,
29613,ENGL2105,COMMUNICATION SKILLS,3,D,1,3,2.67,REPEAT
29635,CMPS1024,COMPUTER BUSINESS APPLICATIONS,3,B,3,9,2.67,
29657,CMPS4151,NETWORK ENGINEERING,3,D+,1.5,4.5,2.67,REPEAT
29679,CMPS2252,OPERATING SYSTEMS,3,F,0,0,2.67,
29701,CMPS2212,GUI PROGRAMMING,3,W,0,0,2.67,
29723,CMPS2111,SYSTEMS ANALYSIS,3,D+,1.5,4.5,2.67,REPEAT
29745,CMPS2111,SYSTEMS ANALYSIS,3,W,0,0,2.67,REPEAT
29767,CMPS2131,DATA STRUCTURES,3,WF,0,0,2.67,REPEAT
29789,CMPS2111,SYSTEMS ANALYSIS,3,C+,2.5,7.5,2.67,
29811,SPAN2025,LEVEL 4 HIGH-INTERMEDIATE SPANISH,3,P,0,0,2.67,
29833,CMPS3131,ADVANCED GUI PROGRAMMING,3,D,1,3,2.67,REPEAT
29855,SPAN1025,LEVEL 2 LOWER-INTERMEDIATE SPANISH,3,C,2,6,2.67,
29877,PLAS0014,SPANISH PLACEMENT EXAM,0,F,0,0,2.67,
29899,PHYS1015,GENERAL PHYSICS I,3,W,0,0,2.67,REPEAT
29921,CMPS2232,OBJECT ORIENTED SYSTEM DEVELOPMENT,3,D,1,3,2.67,
29943,CMPS2212,GUI PROGRAMMING,3,D,1,3,2.67,
29965,CMPS2242,SYSTEMS PROGRAMMING & COMPUTER ORGANIZATION,3,A,4,12,3.31,
29987,CMPS4252,DIGITAL LOGIC AND DESIGN,3,A-,3.75,11.25,3.31,
30009,MATH1151,ALGEBRA,3,WF,0,0,3.31,
30031,PHIL1014,ETHICS,3,D+,1.5,4.5,3.31,
30053,CMPS4175,ROUTING AND SWITCHING,3,B+,3.5,10.5,3.31,
30075,CMPS3012,MANAGEMENT INFORMATION SYSTEM,3,F,0,0,3.31,
30097,HIST1014,INTRODUCTION TO BELIZEAN HISTORY,3,D,1,3,3.31,
30119,MATH2201,CALCULUS II,3,NG,,,3.31,REPEAT
30141,ENGL1035,THE COMPOSING PROCESS,3,B+,3.5,10.5,3.31,
30163,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,3,NG,,,3.31,REPEAT
30185,PHIL1014,ETHICS,3,C,2,6,3.31,
30207,SOCL1014,INTRODUCTION TO SOCIOLOGY,3,D,1,3,3.31,
30229,EDUC3552,ADOLESCENT PSYCHOLOGY,3,A,4,12,3.31,
30251,SOCL1014,INTRODUCTION TO SOCIOLOGY,3,A,4,12,3.31,
30273,CMPS4191,ADVANCED WEB TECHNOLOGIES,3,D+,1.5,4.5,3.75,
30295,MATH1302,CALCULUS I,3,C+,2.5,7.5,3.75,
30317,MATH1302,CALCULUS I,3,D+,1.5,4.5,3.75,REPEAT
30339,CMPS4252,DIGITAL LOGIC AND DESIGN,3,B,3,9,3.75,
30361,ENGL1035,THE COMPOSING PROCESS,3,B,3,9,3.75,
30383,CMPS1171,INTRODUCTION TO DATABASES,3,D,1,3,3.75,
30405,CMPS1192,NETWORKING FUNDAMENTALS,3,C,2,6,3.75,
30427,PLAS0014,SPANISH PLACEMENT EXAM,0,D,0,0,3.75,
30449,CMPS3171,NETWORK DESIGN,3,D,1,3,3.09,REPEAT
30471,ENGL1035,THE COMPOSING PROCESS,3,C,2,6,3.09,
30493,ENGL3155,TECHNICAL WRITING,3,C+,2.5,7.5,3.09,REPEAT
30515,CMPS3111,PROGRAMMING LANGUAGES,3,D,1,3,3.09,REPEAT
30537,RSCH2014,RESEARCH METHODS,3,D+,1.5,4.5,3.09,
30559,CMPS3171,NETWORK DESIGN,3,C,2,6,3.09,
30581,CMPS4232,SYSTEMS ADMINISTRATION,3,C,2,6,3.09,
30603,CMPS4131,SOFTWARE ENGINEERING,3,D+,1.5,4.5,3.09,
30625,MATH3151,LINEAR ALGEBRA,3,RE,0,0,3.09,
30647,MATH3201,FUNDAMENTAL CONCEPTS OF MATH,3,RE,0,0,3.09,
30669,ENGL3155,TECHNICAL WRITING,3,RE,0,0,3.09,
30691,ACTG1014,PRINCIPLES OF ACCOUNTING I,3,RE,0,0,3.09,
30713,CMPS3232,SYSTEMS ADMINISTRATION,3,B+,3,9,3.09,
30735,CMPS4252,DIGITAL LOGIC AND DESIGN,3,C+,2.5,7.5,3.09,
30757,CMPS3162,ADVANCED DATABASES,3,B+,3.5,10.5,3.09,
30779,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,3,C,2,6,3.09,
30801,CMPS3141,HUMAN COMPUTER INTERFACE,3,W,0,0,3.09,
30823,RSCH2014,RESEARCH METHODS,3,B+,3.5,10.5,3.09,
30845,CMPS4175,ROUTING AND SWITCHING,3,B,3,9,3.09,
30867,CMPS3141,HUMAN COMPUTER INTERFACE,3,A-,3.75,11.25,3.09,
30889,CMPS4081,PRACTICAL ELECTRONICS,3,A,4,12,3.09,
30911,ENGL1035,THE COMPOSING PROCESS,3,A-,3.75,11.25,3.75,
30933,RSCH2014,RESEARCH METHODS,3,D,1,3,3.75,REPEAT
30955,CMPS3151,TELECOMMUNICATION,3,W,0,0,3.75,REPEAT
30977,CMPS3272,SYSTEMS ENGINEERING,3,W,0,0,3.75,REPEAT
30999,PSYC1014,INTRODUCTION TO PSYCHOLOGY,3,A,4,12,3.75,
31021,CMPS2151,WEB DEVELOPMENT,3,C+,2.5,7.5,3.75,
31043,CMPS1131,PROGRAMMING I,3,F,0,0,3.75,
31065,CMPS2131,DATA STRUCTURES,3,W,0,0,3.75,
31087,CMPS2111,SYSTEMS ANALYSIS,3,WF,0,0,3.75,REPEAT
31109,CMPS1171,INTRODUCTION TO DATABASES,3,C,2,6,3.75,
31131,CMPS2171,DATABASE MANAGEMENT SYSTEMS I,3,D+,1.5,4.5,3.75,REPEAT
31153,PLAS0014,SPANISH PLACEMENT EXAM,0,B,0,0,3.75,
31175,PHIL1014,ETHICS,3,A,4,12,3.75,
31197,ENGL1035,THE COMPOSING PROCESS,3,A,4,12,3.75,
31219,SOCL1014,INTRODUCTION TO SOCIOLOGY,3,,,,3.75,
31241,CRTH1014,CRITICAL THINKING,3,A-,3.75,11.25,3.75,
31263,CMPS3252,ALGORITHMS,3,WF,0,0,3.33,
31285,CMPS1131,PROGRAMMING I,3,A-,3.75,11.25,3.33,
31307,MATH1151,ALGEBRA,3,F,0,0,3.33,REPEAT
31329,MATH0014,DEVELOPMENTAL MATH,0,P,0,0,3.33,
31351,CMPS4251,COMPUTER AND NETWORK SECURITY,3,F,0,0,3.33,
31373,MATH1302,CALCULUS I,3,W,0,0,3.33,
31395,CMPS1232,PRINCIPLES OF PROGRAMMING II,3,,,,3.33,
31417,CMPS2151,WEB DEVELOPMENT,3,D+,1.5,4.5,3.33,
31439,PLAS0014,SPANISH PLACEMENT EXAM,0,,,,3.33,
31461,PHIL1014,ETHICS,3,WF,0,0,3.38,REPEAT
31483,CMPS3141,HUMAN COMPUTER INTERFACE,3,F,0,0,3.38,REPEAT
31505,CMPS3162,ADVANCED DATABASES,3,C+,2.5,7.5,3.38,
31527,PHIL1014,ETHICS,3,D,1,3,3.42,REPEAT
31549,PHIL1014,ETHICS,3,D+,1.5,4.5,3.42,REPEAT
31571,CMPS3151,TELECOMMUNICATION,3,C,2,6,3.42,REPEAT
31593,ENGL1035,THE COMPOSING PROCESS,3,C,2,6,3.38,REPEAT
31615,PHIL1014,ETHICS,3,F,0,0,3.38,REPEAT
31637,CMPS2242,SYSTEMS PROGRAMMING & COMPUTER ORGANIZATION,3,B,3,9,3.38,
31659,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,3,D+,1.5,4.5,3.38,
31681,ENGL3155,TECHNICAL WRITING,3,D,1,3,3.42,
31703,CMPS1191,NETWORKING FUNDAMENTALS,3,A-,3.75,11.25,3.42,
31725,CMPS1232,PRINCIPLES OF PROGRAMMING II,3,AU,0,0,3.38,
31747,CMPS1211,HARDWARE FUNDAMENTALS,3,C+,2.5,7.5,3.38,
31769,PHIL1014,ETHICS,3,D,1,3,3.38,
31791,MATH2151,STATISTICS I,3,A,4,12,3.38,
31813,RSCH2014,RESEARCH METHODS,3,WP,1.5,4.5,3.38,REPEAT
31835,RSCH2014,RESEARCH METHODS,3,A,4,12,3.42,
31857,PHIL1014,ETHICS,3,F,0,0,3.38,
31879,ENGL1035,THE COMPOSING PROCESS,3,F,0,0,3.38,
31901,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,3,F,0,0,3.38,REPEAT
31923,CMPS4131,SOFTWARE ENGINEERING,3,D,1,3,3.38,
31945,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,3,,,,3.42,REPEAT
31967,CMPS4175,ROUTING AND SWITCHING,3,F,0,0,,
31989,SPAN1015,LEVEL 1 BEGINNERS SPANISH,3,B+,3.5,10.5,,
32011,CMPS3252,ALGORITHMS,3,WP,0,0,,REPEAT
32033,CMPS2151,WEB DEVELOPMENT,3,C,2,6,,
32055,PSYC1014,INTRODUCTION TO PSYCHOLOGY,3,F,0,0,,
32077,CMPS4131,SOFTWARE ENGINEERING,3,F,0,0,,
32099,CMPS3141,HUMAN COMPUTER INTERFACE,3,D+,1.5,4.5,2.65,
32121,CMPS3162,ADVANCED DATABASES,3,F,0,0,2.65,
32143,PLAM0014,MATH PLACEMENT TEST,0,P,,,2.65,
32165,PLAE0014,ENGLISH PLACEMENT,0,P,,,2.65,
32187,CMPS1014,INTRODUCTION TO COMPUTER STUDIES,3,NG,,,2.65,
32209,PHYS1015L,GENERAL PHYSICS I LAB,1,C,2,2,2.65,
32231,CMPS1131,PROGRAMMING I,3,WF,0,0,2.65,REPEAT
32253,CMPS2171,DATABASE MANAGEMENT SYSTEMS I,3,B+,3.5,10.5,2.65,
32275,CMPS4175,ROUTING AND SWITCHING,3,B,2.5,7.5,2.65,
32297,CMPS2242,SYSTEMS PROGRAMMING & COMPUTER ORGANIZATION,3,C+,2.5,7.5,2.65,
32319,CMPS2992,PROJECT,3,C,2,6,2.65,
32341,CMPS3171,NETWORK DESIGN,3,D+,1.5,4.5,2.65,REPEAT
32363,CMPS1171,INTRODUCTION TO DATABASES,3,,,,2.65,
32385,MATH3251,CALCULUS III,3,AU,0,0,2.65,REPEAT
32407,CMPS3162,ADVANCED DATABASES,3,AU,0,0,2.65,
32429,CMPS3162,ADVANCED DATABASES,3,WF,0,0,2.43,REPEAT
32451,CMPS4992,PROFESSIONAL PRACTICE,12,C+,2.5,30,2.43,REPEAT
32473,CMPS3111,PROGRAMMING LANGUAGES,3,C,2,6,2.43,REPEAT
32495,CMPS3171,NETWORK DESIGN,3,C,2,6,3.01,REPEAT
32517,CMPS4191,ADVANCED WEB TECHNOLOGIES,3,WF,0,0,3.01,REPEAT
32539,SPAN1015,LEVEL 1 BEGINNERS SPANISH,3,P,0,0,3.01,
32561,PLAS0014,SPANISH PLACEMENT EXAM,0,C,0,0,2.43,REPEAT
32583,CMPS3141,HUMAN COMPUTER INTERFACE,3,W,0,0,3.01,REPEAT
32605,CHEM0016,DEVELOPMENTAL CHEMISTRY,0,P,0,0,2.43,
32627,BIOL1015,GENERAL BIOLOGY I,3,A-,3.75,11.25,2.43,
32649,ALHL2012,HUMAN ANATOMY AND PHYSIOLOGY I,3,B,3,9,2.43,
32671,BIOL3402,GENERAL MICROBIOLOGY,3,B,3,9,3.01,
32693,CHEM1032,ORGANIC AND BIOCHEMISTRY,3,C+,2.5,7.5,3.01,
32715,CHEM1015,GENERAL CHEMISTRY I,3,A,4,12,3.01,
32737,SPAN1025,LEVEL 2 LOWER-INTERMEDIATE SPANISH,3,P,,,3.01,
32759,MATH1014,INTERMEDIATE ALGEBRA,3,A-,3.75,11.25,2.43,
32781,CHEM1015L,GENERAL CHEMISTRY I LAB,1,A,4,4,3.01,
32803,BIOL0016,DEVELOPMENTAL BIOLOGY,0,P,0,0,3.01,
32825,BIOL1015L,GENERAL BIOLOGY I LAB,1,B,3,3,2.43,
32847,BIOL3402L,GENERAL MICROBIOLOGY LAB,1,B+,3.5,3.5,3.01,
32869,MGMT1014,FUNDAMENTALS OF MANAGEMENT,3,WF,0,0,2.43,REPEAT
32891,CMPS2212,GUI PROGRAMMING,3,F,0,0,2.43,
32913,CRTH1014,CRITICAL THINKING,3,C+,2.5,7.5,2.43,
32935,CMPS1211,HARDWARE FUNDAMENTALS,3,,,,3.01,
32957,CMPS4232,SYSTEMS ADMINISTRATION,3,C+,2.5,7.5,3.01,
32979,CMPS4131,SOFTWARE ENGINEERING,3,W,0,0,3.01,REPEAT
33001,CRTH1014,CRITICAL THINKING,3,,,,3.01,
33023,PSYC1014,INTRODUCTION TO PSYCHOLOGY,3,NR,0,0,3.01,
33045,CMPS1134,FUNDAMENTALS OF COMPUTING,3,W,0,0,3.26,
33067,PHIL1014,ETHICS,3,NR,0,0,3.26,
33089,ECON1014,INTRODUCTION TO ECONOMICS,3,C+,2.5,7.5,3.26,
33111,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,3,P,,,3.26,
33133,CMPS1232,PRINCIPLES OF PROGRAMMING II,3,D+,1.5,4.5,3.26,REPEAT
33155,CMPS2242,SYSTEMS PROGRAMMING & COMPUTER ORGANIZATION,3,B+,3.5,10.5,3.26,
33177,CMPS4131,SOFTWARE ENGINEERING,3,A,4,12,3.26,
33199,PLAS0014,SPANISH PLACEMENT EXAM,0,A-,,,3.26,
33221,CMPS2212,GUI PROGRAMMING,3,AU,0,0,3.26,REPEAT
33243,CMPS1192,NETWORKING FUNDAMENTALS,3,C+,2.5,7.5,3.26,
33265,PHYS1015,GENERAL PHYSICS I,3,AU,0,0,3.26,REPEAT
33287,MATH1201,TRIGONOMETRY,3,D+,1.5,4.5,3.26,REPEAT
33309,MATH1201,TRIGONOMETRY,3,D,1,3,3.26,REPEAT
33331,CMPS1134,FUNDAMENTALS OF COMPUTING,3,D,1,3,3.26,REPEAT
33353,CMPS4131,SOFTWARE ENGINEERING,3,AU,0,0,3.26,REPEAT
33375,MATH2201,CALCULUS II,3,C,2,6,3.26,REPEAT
33397,CMPS1211,HARDWARE FUNDAMENTALS,3,B+,3.5,10.5,3.26,
33419,PSYC1014,INTRODUCTION TO PSYCHOLOGY,3,D,1,3,3.26,
33441,CMPS1191,NETWORKING FUNDAMENTALS,3,B,3,9,3.26,
33463,CMPS4232,SYSTEMS ADMINISTRATION,3,B,3,9,3.26,
33485,CMPS2212,GUI PROGRAMMING,3,,,,3.19,
33507,SERV0001,UB SERVICE,0,,,,3.19,
33529,CMPS1131,PROGRAMMING I,3,,,,3.19,
33551,SPAN1025,LEVEL 2 LOWER-INTERMEDIATE SPANISH,3,,,,3.19,
33573,CMPS1131,PROGRAMMING I,3,WF,0,0,3.19,
33595,CMPS1171,INTRODUCTION TO DATABASES,3,A,4,12,3.19,
33617,CMPS2232,OBJECT ORIENTED SYSTEM DEVELOPMENT,3,,,,3.19,
33639,CMPS1192,NETWORKING FUNDAMENTALS,3,A,4,12,3.19,
33661,CMPS2232,OBJECT ORIENTED SYSTEM DEVELOPMENT,3,W,0,0,3.19,
33683,CMPS2992,PROJECT,3,,,,3.19,
33705,CMPS3162,ADVANCED DATABASES,3,D+,1.5,4.5,3.19,REPEAT
33727,CMPS1131,PROGRAMMING I,3,D+,1.5,4.5,3.19,REPEAT
33749,PSYC1014,INTRODUCTION TO PSYCHOLOGY,3,B,3,9,3.19,
33771,HIST1014,INTRODUCTION TO BELIZEAN HISTORY,3,D,1,3,3.19,REPEAT
33793,PSYC1014,INTRODUCTION TO PSYCHOLOGY,3,W,0,0,3.19,
33815,MATH2302,MATH MODELING,3,F,0,0,3.19,
33837,CMPS2131,DATA STRUCTURES,3,NG,,,3.19,REPEAT
33859,ENGL2105,COMMUNICATION SKILLS,3,F,0,0,3.19,REPEAT
33881,CMPS2131,DATA STRUCTURES,3,A,4,12,3.19,REPEAT
33903,CMPS3171,NETWORK DESIGN,3,D+,1.5,4.5,3.19,
33925,MGMT3015,ORGANIZATIONAL BEHAVIOR,3,F,0,0,3.19,REPEAT
33947,ENGL3155,TECHNICAL WRITING,3,,,,3.19,REPEAT
33969,MATH3151,LINEAR ALGEBRA,3,NG,0,0,3.19,REPEAT
33991,HIST1014,INTRODUCTION TO BELIZEAN HISTORY,3,F,0,0,3.19,
34013,CMPS2242,SYSTEMS PROGRAMMING & COMPUTER ORGANIZATION,3,D+,1.5,4.5,3.19,
34035,MATH3251,CALCULUS III,3,D,1,3,3.19,
34057,MATH3251,CALCULUS III,3,NG,0,0,3.19,REPEAT
34079,CMPS2131,DATA STRUCTURES,3,F,0,0,2.85,
34101,CMPS2242,SYSTEMS PROGRAMMING & COMPUTER ORGANIZATION,3,A-,3.75,11.25,2.85,
34123,CMPS3162,ADVANCED DATABASES,3,W,0,0,2.85,REPEAT
34145,CMPS4251,COMPUTER AND NETWORK SECURITY,3,W,0,0,2.85,
34167,CMPS3111,PROGRAMMING LANGUAGES,3,RE,0,0,2.85,
34189,CMPS3141,HUMAN COMPUTER INTERFACE,3,RE,0,0,2.85,
34211,MGMT2055,BUSINESS ETHICS,3,,,,2.85,
34233,CMPS1171,INTRODUCTION TO DATABASES,3,A-,3.75,11.25,2.85,
34255,CMPS2232,OBJECT ORIENTED SYSTEM DEVELOPMENT,3,A,4,12,2.85,
34277,CMPS2212,GUI PROGRAMMING,3,D,1,3,2.85,REPEAT
34299,PSYC1014,INTRODUCTION TO PSYCHOLOGY,3,AU,0,0,2.85,
34321,SOCL1014,INTRODUCTION TO SOCIOLOGY,3,F,0,0,2.85,REPEAT
34343,MGMT1014,FUNDAMENTALS OF MANAGEMENT,3,D,1,3,2.85,
34365,CMPS1171,INTRODUCTION TO DATABASES,3,F,0,0,2.85,REPEAT
34387,PSYC1014,INTRODUCTION TO PSYCHOLOGY,3,F,0,0,2.85,REPEAT
34409,CMPS1171,INTRODUCTION TO DATABASES,3,NG,,,2.85,
34431,CMPS3141,HUMAN COMPUTER INTERFACE,3,F,0,0,2.85,
34453,MGMT1014,FUNDAMENTALS OF MANAGEMENT,3,,,,2.85,
34475,CMPS1211,HARDWARE FUNDAMENTALS,3,D+,1.5,4.5,2.85,
34497,PHIL1014,ETHICS,3,NG,0,0,2.85,
34519,PLAS0014,SPANISH PLACEMENT EXAM,0,NG,0,0,2.85,
34541,CMPS3151,TELECOMMUNICATION,3,NG,0,0,2.85,
34563,MATH2201,CALCULUS II,3,NG,0,0,2.85,
34585,CMPS1134,FUNDAMENTALS OF COMPUTING,3,NG,0,0,2.85,
34607,CMPS2111,SYSTEMS ANALYSIS,3,NG,0,0,2.85,
34629,CMPS3171,NETWORK DESIGN,3,NG,0,0,2.85,
34651,CMPS2111,SYSTEMS ANALYSIS,3,D+,1.5,4.5,2.85,
34673,MATH1151,ALGEBRA,3,,,,2.85,
34695,MATH1014,INTERMEDIATE ALGEBRA,3,B+,3.5,10.5,2.85,
34717,CMPS1232,PRINCIPLES OF PROGRAMMING II,3,W,0,0,2.85,
34739,CMPS1211,HARDWARE FUNDAMENTALS,3,B,3,9,2.85,
34761,PHIL1014,ETHICS,3,W,0,0,2.85,
34783,MATH1302,CALCULUS I,3,,,,2.85,
34805,CRTH1014,CRITICAL THINKING,3,B,3,9,2.85,
34827,CMPS3171,NETWORK DESIGN,3,D,1,3,2.85,
34849,SOCL121,INTRODUCTION TO SOCIOLOGY,3,A-,3.75,11.25,2.85,
34871,CMPS157,SYSTEM ANALYSIS,3,W,0,0,3.94,
34893,CMPS145,INTRODUCTION TO COMPUTER SYSTEMS,3,F,0,0,3.94,
34915,GSTU101,STUDY SKILLS,1,W,0,0,3.94,
34937,MATH125,ADVANCED ALGEBRA,3,W,0,0,3.94,
34959,CMPS248,SOFTWARE IN SOCIETY,3,W,0,0,3.94,
34981,MATH124,TRIGONOMETRY,3,W,0,0,3.94,
35003,CMPS255,OBJECT ORIENTED SYSTEM DEV.,3,F,0,0,3.94,
35025,CMPS330,GEOGRAPHIC INFORMATOIN SYSTEMS,3,B,3,9,3.94,
35047,CMPS418,LINUX ADMINISTRATION,3,C,2,6,3.94,
35069,CMPS242,GUI PROGRAMMING,3,C,2,6,3.94,
35091,CMPS319,SYSTEMS ENGINEERING,3,RE,0,0,3.94,
35113,MATH210,DIFFERENTIAL CALCULUS,4,B+,3.5,14,3.94,
35135,STSK101,STUDY SKILLS,1,P,0,0,3.94,
35157,EDUC250,METHODS OF TEACHING,3,A-,3.75,11.25,3.94,
35179,CMPS255,OBJECT ORIENTED SYSTEM DEV.,4,A,4,16,3.94,
35201,PHYS1015L,GENERAL PHYSICS I LAB,1,W,0,0,3.94,
35223,CMPS1124,AN INTRODUCTION TO PROGRAMMING USING PYTHON,3,WF,0,0,3.94,
35245,PHYS1015,GENERAL PHYSICS I,3,W,0,0,3.55,
35267,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,3,W,0,0,3.55,
35289,MGMT2055,BUSINESS ETHICS,3,B+,3.5,10.5,3.55,